SubjectID,SessionID,Condition,BlockNumber,TaskType,TrialType,Response,Latency,Correct,Phase,Frequency
1,1,A,1,2,start,0,2.3,NaN,45,4Hz
1,1,A,1,2,start,176,0.736,0,45,4Hz
1,1,A,1,2,target,112,0.372,1,45,4Hz
1,1,A,1,2,target,112,0.408,1,45,4Hz
1,1,A,1,2,nontarget,176,0.407,1,45,4Hz
1,1,A,1,2,nontarget,112,0.528,0,45,4Hz
1,1,A,1,2,nontarget,176,0.476,1,45,4Hz
1,1,A,1,2,nontarget,176,0.622,1,45,4Hz
1,1,A,1,2,nontarget,176,0.73,1,45,4Hz
1,1,A,1,2,target,176,0.33,0,45,4Hz
1,1,A,1,2,nontarget,176,0.751,1,45,4Hz
1,1,A,1,2,target,112,0.565,1,45,4Hz
1,1,A,1,2,target,176,0.53,0,45,4Hz
1,1,A,1,2,nontarget,176,0.49,1,45,4Hz
1,1,A,1,2,nontarget,176,0.535,1,45,4Hz
1,1,A,1,2,nontarget,176,0.497,1,45,4Hz
1,1,A,1,2,target,176,0.477,0,45,4Hz
1,1,A,1,2,target,176,0.52,0,45,4Hz
1,1,A,1,2,target,112,1.254,NaN,45,4Hz
1,1,A,1,2,nontarget,176,0.457,1,45,4Hz
1,1,A,1,2,target,112,0.5,1,45,4Hz
1,1,A,1,2,nontarget,176,0.493,1,45,4Hz
1,1,A,1,2,nontarget,176,0.532,1,45,4Hz
1,1,A,1,2,nontarget,176,0.526,1,45,4Hz
1,1,A,1,2,nontarget,112,0.539,0,45,4Hz
1,1,A,1,2,nontarget,176,0.52,1,45,4Hz
1,1,A,1,2,target,176,0.524,0,45,4Hz
1,1,A,1,2,nontarget,176,0.419,1,45,4Hz
1,1,A,1,2,nontarget,176,0.74,1,45,4Hz
1,1,A,1,2,nontarget,176,0.416,1,45,4Hz
1,1,A,1,2,nontarget,176,0.427,1,45,4Hz
1,1,A,1,2,nontarget,176,0.934,1,45,4Hz
1,1,A,1,2,nontarget,112,0.62,0,45,4Hz
1,1,A,1,2,nontarget,176,0.504,1,45,4Hz
1,1,A,1,2,target,112,0.399,1,45,4Hz
1,1,A,1,2,target,112,0.83,1,45,4Hz
1,1,A,1,2,nontarget,176,0.527,1,45,4Hz
1,1,A,1,2,nontarget,176,0.426,1,45,4Hz
1,1,A,1,2,nontarget,176,0.924,1,45,4Hz
1,1,A,1,2,nontarget,176,1.027,NaN,45,4Hz
1,1,A,1,2,nontarget,0,2.1,NaN,45,4Hz
1,1,A,1,2,target,112,0.632,1,45,4Hz
1,1,A,1,2,nontarget,176,0.593,1,45,4Hz
1,1,A,1,2,target,112,0.376,1,45,4Hz
1,1,A,1,2,target,112,0.695,1,45,4Hz
1,1,A,1,2,nontarget,176,0.583,1,45,4Hz
1,1,A,1,2,target,112,0.36,1,45,4Hz
1,1,A,1,2,nontarget,176,0.868,1,45,4Hz
1,1,A,1,2,nontarget,176,0.619,1,45,4Hz
1,1,A,1,2,nontarget,176,0.495,1,45,4Hz
1,1,A,1,2,nontarget,112,0.734,0,45,4Hz
1,1,A,1,2,nontarget,112,0.595,0,45,4Hz
1,1,A,1,2,target,112,0.656,1,45,4Hz
1,1,A,1,2,target,112,0.572,1,45,4Hz
1,1,A,1,2,target,112,0.636,1,45,4Hz
1,1,A,1,2,nontarget,176,0.435,1,45,4Hz
1,1,A,1,2,nontarget,112,0.375,0,45,4Hz
1,1,A,1,2,target,176,0.863,0,45,4Hz
1,1,A,1,2,nontarget,176,0.891,1,45,4Hz
1,1,A,1,2,target,112,0.579,1,45,4Hz
1,1,A,1,2,target,112,0.688,1,45,4Hz
1,1,A,1,2,nontarget,176,0.966,1,45,4Hz
1,1,A,1,2,nontarget,176,0.729,1,45,4Hz
1,1,A,1,2,nontarget,176,0.582,1,45,4Hz
1,1,A,1,2,target,176,0.498,0,45,4Hz
1,1,A,1,2,target,112,0.748,1,45,4Hz
1,1,A,1,2,nontarget,176,0.615,1,45,4Hz
1,1,A,1,2,nontarget,112,0.672,0,45,4Hz
1,1,A,1,2,nontarget,176,0.552,1,45,4Hz
1,1,A,1,2,nontarget,176,0.647,1,45,4Hz
1,1,A,1,2,nontarget,176,0.539,1,45,4Hz
1,1,A,1,2,nontarget,112,0.536,0,45,4Hz
1,1,A,1,2,target,112,0.618,1,45,4Hz
1,1,A,1,2,nontarget,176,0.444,1,45,4Hz
1,1,A,1,2,nontarget,176,0.578,1,45,4Hz
1,1,A,1,2,target,112,0.625,1,45,4Hz
1,1,A,1,2,nontarget,176,0.575,1,45,4Hz
1,1,A,1,2,nontarget,112,0.559,0,45,4Hz
1,1,A,1,2,nontarget,176,0.576,1,45,4Hz
1,1,A,1,2,target,176,0.519,0,45,4Hz
1,1,A,1,2,nontarget,176,0.576,1,45,4Hz
1,1,A,1,2,nontarget,176,0.931,1,45,4Hz
1,1,A,2,3,start,0,2.3,NaN,45,4Hz
1,1,A,2,3,start,0,2.3,NaN,45,4Hz
1,1,A,2,3,start,176,0.993,0,45,4Hz
1,1,A,2,3,target,112,0.378,1,45,4Hz
1,1,A,2,3,target,112,0.325,1,45,4Hz
1,1,A,2,3,nontarget,176,0.476,1,45,4Hz
1,1,A,2,3,nontarget,176,0.486,1,45,4Hz
1,1,A,2,3,target,112,0.753,1,45,4Hz
1,1,A,2,3,target,112,0.863,1,45,4Hz
1,1,A,2,3,nontarget,176,0.738,1,45,4Hz
1,1,A,2,3,nontarget,176,0.532,1,45,4Hz
1,1,A,2,3,target,112,1.006,NaN,45,4Hz
1,1,A,2,3,nontarget,176,0.584,1,45,4Hz
1,1,A,2,3,nontarget,176,0.773,1,45,4Hz
1,1,A,2,3,nontarget,176,0.509,1,45,4Hz
1,1,A,2,3,nontarget,176,0.487,1,45,4Hz
1,1,A,2,3,nontarget,176,0.723,1,45,4Hz
1,1,A,2,3,nontarget,176,0.724,1,45,4Hz
1,1,A,2,3,nontarget,176,0.531,1,45,4Hz
1,1,A,2,3,nontarget,112,0.628,0,45,4Hz
1,1,A,2,3,nontarget,176,0.502,1,45,4Hz
1,1,A,2,3,target,176,0.861,0,45,4Hz
1,1,A,2,3,nontarget,0,2.5,NaN,45,4Hz
1,1,A,2,3,nontarget,176,0.616,1,45,4Hz
1,1,A,2,3,target,176,0.443,0,45,4Hz
1,1,A,2,3,nontarget,176,0.36,1,45,4Hz
1,1,A,2,3,nontarget,176,0.512,1,45,4Hz
1,1,A,2,3,nontarget,112,0.986,0,45,4Hz
1,1,A,2,3,target,112,0.844,1,45,4Hz
1,1,A,2,3,target,176,0.573,0,45,4Hz
1,1,A,2,3,nontarget,176,0.46,1,45,4Hz
1,1,A,2,3,nontarget,176,0.426,1,45,4Hz
1,1,A,2,3,nontarget,176,0.358,1,45,4Hz
1,1,A,2,3,nontarget,176,0.617,1,45,4Hz
1,1,A,2,3,nontarget,176,0.612,1,45,4Hz
1,1,A,2,3,target,112,0.492,1,45,4Hz
1,1,A,2,3,nontarget,176,0.58,1,45,4Hz
1,1,A,2,3,target,176,0.613,0,45,4Hz
1,1,A,2,3,target,112,0.749,1,45,4Hz
1,1,A,2,3,target,112,0.673,1,45,4Hz
1,1,A,2,3,nontarget,112,1.038,NaN,45,4Hz
1,1,A,2,3,nontarget,176,0.699,1,45,4Hz
1,1,A,2,3,nontarget,176,0.729,1,45,4Hz
1,1,A,2,3,nontarget,112,0.833,0,45,4Hz
1,1,A,2,3,nontarget,176,0.867,1,45,4Hz
1,1,A,2,3,nontarget,176,0.495,1,45,4Hz
1,1,A,2,3,target,176,0.691,0,45,4Hz
1,1,A,2,3,target,112,0.353,1,45,4Hz
1,1,A,2,3,nontarget,176,0.946,1,45,4Hz
1,1,A,2,3,nontarget,176,0.884,1,45,4Hz
1,1,A,2,3,nontarget,176,0.877,1,45,4Hz
1,1,A,2,3,nontarget,112,0.834,0,45,4Hz
1,1,A,2,3,target,112,0.598,1,45,4Hz
1,1,A,2,3,nontarget,176,0.486,1,45,4Hz
1,1,A,2,3,nontarget,176,0.534,1,45,4Hz
1,1,A,2,3,target,112,0.759,1,45,4Hz
1,1,A,2,3,nontarget,176,0.721,1,45,4Hz
1,1,A,2,3,nontarget,176,0.613,1,45,4Hz
1,1,A,2,3,target,176,0.357,0,45,4Hz
1,1,A,2,3,target,176,0.707,0,45,4Hz
1,1,A,2,3,nontarget,176,0.744,1,45,4Hz
1,1,A,2,3,nontarget,176,0.61,1,45,4Hz
1,1,A,2,3,nontarget,176,0.628,1,45,4Hz
1,1,A,2,3,nontarget,176,0.942,1,45,4Hz
1,1,A,2,3,nontarget,176,0.657,1,45,4Hz
1,1,A,2,3,target,176,0.501,0,45,4Hz
1,1,A,2,3,target,176,0.691,0,45,4Hz
1,1,A,2,3,nontarget,176,0.633,1,45,4Hz
1,1,A,2,3,nontarget,176,0.552,1,45,4Hz
1,1,A,2,3,nontarget,176,0.373,1,45,4Hz
1,1,A,2,3,nontarget,176,0.647,1,45,4Hz
1,1,A,2,3,target,112,0.659,1,45,4Hz
1,1,A,2,3,target,112,0.777,1,45,4Hz
1,1,A,2,3,target,176,1.181,NaN,45,4Hz
1,1,A,2,3,nontarget,176,0.624,1,45,4Hz
1,1,A,2,3,nontarget,176,0.567,1,45,4Hz
1,1,A,2,3,nontarget,176,0.621,1,45,4Hz
1,1,A,2,3,nontarget,176,0.525,1,45,4Hz
1,1,A,2,3,target,112,0.668,1,45,4Hz
1,1,A,2,3,target,176,1.068,NaN,45,4Hz
1,1,A,2,3,nontarget,176,0.749,1,45,4Hz
1,1,A,2,3,nontarget,176,0.512,1,45,4Hz
1,1,A,2,3,nontarget,176,0.471,1,45,4Hz
1,1,A,3,2,start,0,2.3,NaN,45,4Hz
1,1,A,3,2,start,176,0.214,0,45,4Hz
1,1,A,3,2,target,112,0.336,1,45,4Hz
1,1,A,3,2,target,112,0.429,1,45,4Hz
1,1,A,3,2,nontarget,176,0.478,1,45,4Hz
1,1,A,3,2,target,112,0.438,1,45,4Hz
1,1,A,3,2,nontarget,176,0.596,1,45,4Hz
1,1,A,3,2,target,112,0.469,1,45,4Hz
1,1,A,3,2,nontarget,176,0.547,1,45,4Hz
1,1,A,3,2,target,112,0.525,1,45,4Hz
1,1,A,3,2,nontarget,176,0.594,1,45,4Hz
1,1,A,3,2,target,112,0.701,1,45,4Hz
1,1,A,3,2,nontarget,176,0.452,1,45,4Hz
1,1,A,3,2,nontarget,176,0.506,1,45,4Hz
1,1,A,3,2,nontarget,176,0.532,1,45,4Hz
1,1,A,3,2,nontarget,176,0.685,1,45,4Hz
1,1,A,3,2,target,112,0.397,1,45,4Hz
1,1,A,3,2,nontarget,176,0.843,1,45,4Hz
1,1,A,3,2,nontarget,112,0.459,0,45,4Hz
1,1,A,3,2,target,112,1.086,NaN,45,4Hz
1,1,A,3,2,nontarget,176,0.619,1,45,4Hz
1,1,A,3,2,nontarget,176,0.686,1,45,4Hz
1,1,A,3,2,nontarget,176,0.545,1,45,4Hz
1,1,A,3,2,target,112,0.76,1,45,4Hz
1,1,A,3,2,nontarget,176,0.529,1,45,4Hz
1,1,A,3,2,target,112,0.424,1,45,4Hz
1,1,A,3,2,nontarget,176,0.436,1,45,4Hz
1,1,A,3,2,nontarget,176,0.472,1,45,4Hz
1,1,A,3,2,nontarget,176,0.686,1,45,4Hz
1,1,A,3,2,nontarget,112,0.693,0,45,4Hz
1,1,A,3,2,nontarget,176,0.859,1,45,4Hz
1,1,A,3,2,nontarget,176,0.413,1,45,4Hz
1,1,A,3,2,target,112,0.48,1,45,4Hz
1,1,A,3,2,nontarget,176,0.415,1,45,4Hz
1,1,A,3,2,nontarget,176,0.871,1,45,4Hz
1,1,A,3,2,target,112,0.411,1,45,4Hz
1,1,A,3,2,nontarget,176,0.543,1,45,4Hz
1,1,A,3,2,nontarget,176,0.624,1,45,4Hz
1,1,A,3,2,target,112,0.333,1,45,4Hz
1,1,A,3,2,nontarget,176,0.438,1,45,4Hz
1,1,A,3,2,target,112,0.461,1,45,4Hz
1,1,A,3,2,nontarget,112,0.534,0,45,4Hz
1,1,A,3,2,nontarget,176,0.579,1,45,4Hz
1,1,A,3,2,nontarget,112,0.955,0,45,4Hz
1,1,A,3,2,nontarget,176,0.896,1,45,4Hz
1,1,A,3,2,nontarget,176,0.66,1,45,4Hz
1,1,A,3,2,nontarget,176,0.459,1,45,4Hz
1,1,A,3,2,nontarget,176,0.426,1,45,4Hz
1,1,A,3,2,target,112,0.667,1,45,4Hz
1,1,A,3,2,target,112,0.444,1,45,4Hz
1,1,A,3,2,target,112,0.438,1,45,4Hz
1,1,A,3,2,nontarget,112,0.556,0,45,4Hz
1,1,A,3,2,nontarget,176,0.584,1,45,4Hz
1,1,A,3,2,target,112,1.211,NaN,45,4Hz
1,1,A,3,2,target,176,0.879,0,45,4Hz
1,1,A,3,2,nontarget,176,0.67,1,45,4Hz
1,1,A,3,2,target,112,0.46,1,45,4Hz
1,1,A,3,2,nontarget,176,0.767,1,45,4Hz
1,1,A,3,2,nontarget,176,0.927,1,45,4Hz
1,1,A,3,2,nontarget,176,0.723,1,45,4Hz
1,1,A,3,2,nontarget,176,0.711,1,45,4Hz
1,1,A,3,2,nontarget,176,0.306,1,45,4Hz
1,1,A,3,2,target,112,0.489,1,45,4Hz
1,1,A,3,2,nontarget,176,0.424,1,45,4Hz
1,1,A,3,2,nontarget,176,0.541,1,45,4Hz
1,1,A,3,2,target,112,0.442,1,45,4Hz
1,1,A,3,2,nontarget,176,0.537,1,45,4Hz
1,1,A,3,2,nontarget,112,0.437,0,45,4Hz
1,1,A,3,2,nontarget,176,0.609,1,45,4Hz
1,1,A,3,2,nontarget,176,0.733,1,45,4Hz
1,1,A,3,2,nontarget,176,0.511,1,45,4Hz
1,1,A,3,2,nontarget,176,0.547,1,45,4Hz
1,1,A,3,2,nontarget,176,0.697,1,45,4Hz
1,1,A,3,2,target,176,0.585,0,45,4Hz
1,1,A,3,2,nontarget,176,0.433,1,45,4Hz
1,1,A,3,2,target,112,0.669,1,45,4Hz
1,1,A,3,2,target,112,0.692,1,45,4Hz
1,1,A,3,2,target,112,0.367,1,45,4Hz
1,1,A,3,2,nontarget,176,0.524,1,45,4Hz
1,1,A,3,2,nontarget,176,0.57,1,45,4Hz
1,1,A,3,2,nontarget,176,0.49,1,45,4Hz
1,1,A,3,2,nontarget,112,0.551,0,45,4Hz
1,1,A,4,3,start,0,2.3,NaN,45,4Hz
1,1,A,4,3,start,176,1.276,NaN,45,4Hz
1,1,A,4,3,start,176,0.673,0,45,4Hz
1,1,A,4,3,nontarget,176,0.661,1,45,4Hz
1,1,A,4,3,nontarget,176,0.843,1,45,4Hz
1,1,A,4,3,nontarget,176,0.401,1,45,4Hz
1,1,A,4,3,nontarget,176,0.343,1,45,4Hz
1,1,A,4,3,target,112,0.42,1,45,4Hz
1,1,A,4,3,target,112,0.832,1,45,4Hz
1,1,A,4,3,nontarget,176,0.484,1,45,4Hz
1,1,A,4,3,target,112,0.53,1,45,4Hz
1,1,A,4,3,nontarget,112,0.773,0,45,4Hz
1,1,A,4,3,nontarget,176,0.777,1,45,4Hz
1,1,A,4,3,nontarget,176,0.64,1,45,4Hz
1,1,A,4,3,target,112,0.484,1,45,4Hz
1,1,A,4,3,nontarget,176,0.449,1,45,4Hz
1,1,A,4,3,target,176,0.594,0,45,4Hz
1,1,A,4,3,nontarget,176,0.69,1,45,4Hz
1,1,A,4,3,nontarget,176,0.632,1,45,4Hz
1,1,A,4,3,nontarget,176,0.79,1,45,4Hz
1,1,A,4,3,nontarget,176,0.429,1,45,4Hz
1,1,A,4,3,nontarget,176,0.566,1,45,4Hz
1,1,A,4,3,nontarget,176,0.425,1,45,4Hz
1,1,A,4,3,nontarget,176,0.547,1,45,4Hz
1,1,A,4,3,target,112,0.629,1,45,4Hz
1,1,A,4,3,nontarget,176,0.707,1,45,4Hz
1,1,A,4,3,nontarget,176,0.525,1,45,4Hz
1,1,A,4,3,nontarget,176,0.517,1,45,4Hz
1,1,A,4,3,nontarget,176,0.452,1,45,4Hz
1,1,A,4,3,target,176,0.7,0,45,4Hz
1,1,A,4,3,nontarget,176,0.35,1,45,4Hz
1,1,A,4,3,nontarget,176,0.546,1,45,4Hz
1,1,A,4,3,target,176,0.475,0,45,4Hz
1,1,A,4,3,target,176,1.248,NaN,45,4Hz
1,1,A,4,3,target,176,0.7,0,45,4Hz
1,1,A,4,3,target,176,0.455,0,45,4Hz
1,1,A,4,3,nontarget,176,0.618,1,45,4Hz
1,1,A,4,3,nontarget,176,0.391,1,45,4Hz
1,1,A,4,3,nontarget,176,0.31,1,45,4Hz
1,1,A,4,3,target,176,0.594,0,45,4Hz
1,1,A,4,3,nontarget,176,0.581,1,45,4Hz
1,1,A,4,3,target,176,0.293,0,45,4Hz
1,1,A,4,3,nontarget,176,0.662,1,45,4Hz
1,1,A,4,3,nontarget,176,0.42,1,45,4Hz
1,1,A,4,3,nontarget,176,0.451,1,45,4Hz
1,1,A,4,3,target,112,0.746,1,45,4Hz
1,1,A,4,3,nontarget,176,0.523,1,45,4Hz
1,1,A,4,3,target,176,0.843,0,45,4Hz
1,1,A,4,3,nontarget,176,0.452,1,45,4Hz
1,1,A,4,3,nontarget,176,0.307,1,45,4Hz
1,1,A,4,3,nontarget,176,0.622,1,45,4Hz
1,1,A,4,3,nontarget,176,0.373,1,45,4Hz
1,1,A,4,3,nontarget,176,0.408,1,45,4Hz
1,1,A,4,3,target,176,0.641,0,45,4Hz
1,1,A,4,3,nontarget,176,0.484,1,45,4Hz
1,1,A,4,3,nontarget,176,0.554,1,45,4Hz
1,1,A,4,3,nontarget,176,0.38,1,45,4Hz
1,1,A,4,3,nontarget,176,0.426,1,45,4Hz
1,1,A,4,3,nontarget,176,0.421,1,45,4Hz
1,1,A,4,3,target,176,0.369,0,45,4Hz
1,1,A,4,3,nontarget,176,0.267,1,45,4Hz
1,1,A,4,3,target,176,0.305,0,45,4Hz
1,1,A,4,3,target,176,0.323,0,45,4Hz
1,1,A,4,3,target,176,0.365,0,45,4Hz
1,1,A,4,3,nontarget,176,0.578,1,45,4Hz
1,1,A,4,3,target,176,0.378,0,45,4Hz
1,1,A,4,3,target,176,0.516,0,45,4Hz
1,1,A,4,3,nontarget,176,0.501,1,45,4Hz
1,1,A,4,3,nontarget,176,0.365,1,45,4Hz
1,1,A,4,3,nontarget,176,0.308,1,45,4Hz
1,1,A,4,3,nontarget,176,0.603,1,45,4Hz
1,1,A,4,3,nontarget,176,0.332,1,45,4Hz
1,1,A,4,3,nontarget,176,0.345,1,45,4Hz
1,1,A,4,3,target,176,0.368,0,45,4Hz
1,1,A,4,3,target,176,0.672,0,45,4Hz
1,1,A,4,3,nontarget,176,0.307,1,45,4Hz
1,1,A,4,3,target,176,0.468,0,45,4Hz
1,1,A,4,3,nontarget,176,0.253,1,45,4Hz
1,1,A,4,3,nontarget,176,0.395,1,45,4Hz
1,1,A,4,3,nontarget,176,0.543,1,45,4Hz
1,1,A,4,3,target,176,0.717,0,45,4Hz
1,1,A,4,3,target,176,0.527,0,45,4Hz
1,1,A,4,3,nontarget,176,0.795,1,45,4Hz
1,1,B,1,2,start,0,2.3,NaN,45,7Hz
1,1,B,1,2,start,0,2.3,NaN,45,7Hz
1,1,B,1,2,nontarget,176,0.524,1,45,7Hz
1,1,B,1,2,nontarget,176,1.017,NaN,45,7Hz
1,1,B,1,2,nontarget,0,2.1,NaN,45,7Hz
1,1,B,1,2,nontarget,112,0.791,0,45,7Hz
1,1,B,1,2,target,112,1.102,NaN,45,7Hz
1,1,B,1,2,target,0,2.4,NaN,45,7Hz
1,1,B,1,2,target,112,0.809,1,45,7Hz
1,1,B,1,2,nontarget,176,0.544,1,45,7Hz
1,1,B,1,2,nontarget,112,0.844,0,45,7Hz
1,1,B,1,2,target,112,0.91,1,45,7Hz
1,1,B,1,2,nontarget,176,0.91,1,45,7Hz
1,1,B,1,2,nontarget,176,0.72,1,45,7Hz
1,1,B,1,2,nontarget,112,0.719,0,45,7Hz
1,1,B,1,2,nontarget,176,0.824,1,45,7Hz
1,1,B,1,2,nontarget,176,0.758,1,45,7Hz
1,1,B,1,2,nontarget,176,0.904,1,45,7Hz
1,1,B,1,2,nontarget,112,0.712,0,45,7Hz
1,1,B,1,2,target,176,0.669,0,45,7Hz
1,1,B,1,2,target,112,0.562,1,45,7Hz
1,1,B,1,2,target,112,0.644,1,45,7Hz
1,1,B,1,2,nontarget,176,1.461,NaN,45,7Hz
1,1,B,1,2,nontarget,176,0.919,1,45,7Hz
1,1,B,1,2,target,112,0.56,1,45,7Hz
1,1,B,1,2,nontarget,176,0.973,1,45,7Hz
1,1,B,1,2,nontarget,176,0.663,1,45,7Hz
1,1,B,1,2,target,112,0.393,1,45,7Hz
1,1,B,1,2,target,112,0.878,1,45,7Hz
1,1,B,1,2,nontarget,176,0.606,1,45,7Hz
1,1,B,1,2,nontarget,176,1.545,NaN,45,7Hz
1,1,B,1,2,nontarget,176,1.57,NaN,45,7Hz
1,1,B,1,2,nontarget,112,0.647,0,45,7Hz
1,1,B,1,2,nontarget,112,0.865,0,45,7Hz
1,1,B,1,2,nontarget,176,0.868,1,45,7Hz
1,1,B,1,2,nontarget,112,0.943,0,45,7Hz
1,1,B,1,2,nontarget,176,0.884,1,45,7Hz
1,1,B,1,2,target,112,0.989,1,45,7Hz
1,1,B,1,2,target,112,1.032,NaN,45,7Hz
1,1,B,1,2,nontarget,176,0.773,1,45,7Hz
1,1,B,1,2,target,112,0.867,1,45,7Hz
1,1,B,1,2,nontarget,176,0.629,1,45,7Hz
1,1,B,1,2,nontarget,176,0.786,1,45,7Hz
1,1,B,1,2,target,112,0.953,1,45,7Hz
1,1,B,1,2,target,112,1.023,NaN,45,7Hz
1,1,B,1,2,target,112,0.86,1,45,7Hz
1,1,B,1,2,target,176,0.635,0,45,7Hz
1,1,B,1,2,nontarget,176,0.702,1,45,7Hz
1,1,B,1,2,nontarget,176,1.12,NaN,45,7Hz
1,1,B,1,2,nontarget,112,0.658,0,45,7Hz
1,1,B,1,2,nontarget,176,1.329,NaN,45,7Hz
1,1,B,1,2,nontarget,176,1.359,NaN,45,7Hz
1,1,B,1,2,nontarget,176,1.169,NaN,45,7Hz
1,1,B,1,2,nontarget,176,0.598,1,45,7Hz
1,1,B,1,2,nontarget,112,0.696,0,45,7Hz
1,1,B,1,2,target,112,0.924,1,45,7Hz
1,1,B,1,2,nontarget,176,0.652,1,45,7Hz
1,1,B,1,2,target,112,0.377,1,45,7Hz
1,1,B,1,2,nontarget,176,0.638,1,45,7Hz
1,1,B,1,2,nontarget,112,0.641,0,45,7Hz
1,1,B,1,2,nontarget,112,0.829,0,45,7Hz
1,1,B,1,2,nontarget,176,0.673,1,45,7Hz
1,1,B,1,2,nontarget,176,0.772,1,45,7Hz
1,1,B,1,2,target,112,0.702,1,45,7Hz
1,1,B,1,2,nontarget,176,0.803,1,45,7Hz
1,1,B,1,2,nontarget,112,0.716,0,45,7Hz
1,1,B,1,2,nontarget,176,0.895,1,45,7Hz
1,1,B,1,2,target,112,0.647,1,45,7Hz
1,1,B,1,2,nontarget,176,0.708,1,45,7Hz
1,1,B,1,2,nontarget,176,0.824,1,45,7Hz
1,1,B,1,2,target,176,0.832,0,45,7Hz
1,1,B,1,2,target,112,0.495,1,45,7Hz
1,1,B,1,2,nontarget,176,0.732,1,45,7Hz
1,1,B,1,2,target,112,0.659,1,45,7Hz
1,1,B,1,2,nontarget,176,0.537,1,45,7Hz
1,1,B,1,2,target,112,0.701,1,45,7Hz
1,1,B,1,2,target,112,0.694,1,45,7Hz
1,1,B,1,2,target,112,0.763,1,45,7Hz
1,1,B,1,2,nontarget,112,0.521,0,45,7Hz
1,1,B,1,2,nontarget,176,0.605,1,45,7Hz
1,1,B,1,2,nontarget,0,2.3,NaN,45,7Hz
1,1,B,1,2,nontarget,176,0.77,1,45,7Hz
1,1,B,2,3,start,0,2.3,NaN,45,7Hz
1,1,B,2,3,start,176,0.643,0,45,7Hz
1,1,B,2,3,start,176,0.89,0,45,7Hz
1,1,B,2,3,target,112,0.375,1,45,7Hz
1,1,B,2,3,nontarget,112,1.495,NaN,45,7Hz
1,1,B,2,3,nontarget,176,0.905,1,45,7Hz
1,1,B,2,3,target,112,1.269,NaN,45,7Hz
1,1,B,2,3,nontarget,176,1.047,NaN,45,7Hz
1,1,B,2,3,nontarget,112,1.03,NaN,45,7Hz
1,1,B,2,3,nontarget,176,0.812,1,45,7Hz
1,1,B,2,3,target,112,0.875,1,45,7Hz
1,1,B,2,3,nontarget,176,0.85,1,45,7Hz
1,1,B,2,3,nontarget,176,1.408,NaN,45,7Hz
1,1,B,2,3,nontarget,176,1.408,NaN,45,7Hz
1,1,B,2,3,target,112,0.712,1,45,7Hz
1,1,B,2,3,target,112,0.776,1,45,7Hz
1,1,B,2,3,nontarget,176,0.732,1,45,7Hz
1,1,B,2,3,target,176,0.722,0,45,7Hz
1,1,B,2,3,nontarget,176,0.767,1,45,7Hz
1,1,B,2,3,nontarget,176,1.854,NaN,45,7Hz
1,1,B,2,3,nontarget,176,1.351,NaN,45,7Hz
1,1,B,2,3,target,112,0.617,1,45,7Hz
1,1,B,2,3,target,112,1.1,NaN,45,7Hz
1,1,B,2,3,nontarget,112,1.118,NaN,45,7Hz
1,1,B,2,3,target,112,0.811,1,45,7Hz
1,1,B,2,3,nontarget,176,1.35,NaN,45,7Hz
1,1,B,2,3,target,176,1.287,NaN,45,7Hz
1,1,B,2,3,target,112,1.296,NaN,45,7Hz
1,1,B,2,3,nontarget,176,1.591,NaN,45,7Hz
1,1,B,2,3,nontarget,0,2.3,NaN,45,7Hz
1,1,B,2,3,target,176,0.312,0,45,7Hz
1,1,B,2,3,nontarget,176,0.774,1,45,7Hz
1,1,B,2,3,nontarget,176,1.242,NaN,45,7Hz
1,1,B,2,3,nontarget,176,1.02,NaN,45,7Hz
1,1,B,2,3,target,176,1.28,NaN,45,7Hz
1,1,B,2,3,nontarget,176,0.739,1,45,7Hz
1,1,B,2,3,nontarget,176,0.62,1,45,7Hz
1,1,B,2,3,target,112,0.906,1,45,7Hz
1,1,B,2,3,target,176,0.693,0,45,7Hz
1,1,B,2,3,nontarget,176,0.634,1,45,7Hz
1,1,B,2,3,target,112,0.79,1,45,7Hz
1,1,B,2,3,nontarget,176,0.656,1,45,7Hz
1,1,B,2,3,nontarget,176,0.696,1,45,7Hz
1,1,B,2,3,nontarget,176,0.916,1,45,7Hz
1,1,B,2,3,nontarget,176,0.97,1,45,7Hz
1,1,B,2,3,target,176,0.842,0,45,7Hz
1,1,B,2,3,nontarget,112,0.61,0,45,7Hz
1,1,B,2,3,nontarget,176,0.545,1,45,7Hz
1,1,B,2,3,target,176,1.078,NaN,45,7Hz
1,1,B,2,3,target,112,0.592,1,45,7Hz
1,1,B,2,3,nontarget,176,1.269,NaN,45,7Hz
1,1,B,2,3,nontarget,0,2.4,NaN,45,7Hz
1,1,B,2,3,nontarget,112,0.778,0,45,7Hz
1,1,B,2,3,nontarget,176,1.118,NaN,45,7Hz
1,1,B,2,3,nontarget,176,0.859,1,45,7Hz
1,1,B,2,3,nontarget,176,0.925,1,45,7Hz
1,1,B,2,3,nontarget,176,0.626,1,45,7Hz
1,1,B,2,3,nontarget,176,0.762,1,45,7Hz
1,1,B,2,3,nontarget,176,1.189,NaN,45,7Hz
1,1,B,2,3,nontarget,176,0.951,1,45,7Hz
1,1,B,2,3,target,176,0.902,0,45,7Hz
1,1,B,2,3,target,112,0.624,1,45,7Hz
1,1,B,2,3,target,112,0.992,1,45,7Hz
1,1,B,2,3,nontarget,176,0.554,1,45,7Hz
1,1,B,2,3,target,112,0.397,1,45,7Hz
1,1,B,2,3,target,112,2.055,NaN,45,7Hz
